Units,Simplified,Name,Header,Confidence,Path,File
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S25_Potschke_2004.xml
pa,pa,Shear Storage Modulus,Shear Storage Modulus (Pa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S25_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S25_Potschke_2004.xml
pa,pa,Shear Loss Modulus,Shear Loss Modulus (Pa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S25_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S25_Potschke_2004.xml
(dimensionless),(dimensionless),Tangent Delta,Tangent Delta,0,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S25_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S25_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S25_Potschke_2004.xml
(dimensionless),(dimensionless),frequency,frequency (rad per sec),0,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S26_Potschke_2004.xml
pa,pa,shear storage modulus,shear storage modulus (Pa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S26_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S26_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S26_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S27_Potschke_2004.xml
pa,pa,Shear Storage Modulus,Shear Storage Modulus (Pa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S27_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S27_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S27_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S28_Potschke_2004.xml
pa,pa,Shear Storage Modulus,Shear Storage Modulus (Pa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S28_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S28_Potschke_2004.xml
pa,pa,Shear Loss Modulus,Shear Loss Modulus (Pa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S28_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S28_Potschke_2004.xml
(dimensionless),(dimensionless),Tangent Delta,Tangent Delta,0,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S28_Potschke_2004.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/ElectricConductivity/data,/Users/jafac/xmlALL\xmlFULL\L256_S28_Potschke_2004.xml
s/cm,s/cm,Real part of Conductivity,Real part of Conductivity (S/cm),1,PROPERTIES/Electrical/ElectricConductivity/data,/Users/jafac/xmlALL\xmlFULL\L256_S28_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S28_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S28_Potschke_2004.xml
(dimensionless),(dimensionless),frequency,frequency (rad per sec),0,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S29_Potschke_2004.xml
pa,pa,shear storage modulus,shear storage modulus (Pa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S29_Potschke_2004.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/ElectricConductivity/data,/Users/jafac/xmlALL\xmlFULL\L256_S29_Potschke_2004.xml
s/cm,s/cm,Real part of Conductivity,Real part of Conductivity (S/cm),1,PROPERTIES/Electrical/ElectricConductivity/data,/Users/jafac/xmlALL\xmlFULL\L256_S29_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S29_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S29_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S2_Potschke_2004.xml
pa,pa,Shear Storage Modulus,Shear Storage Modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S2_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S2_Potschke_2004.xml
pa,pa,Shear Loss Modulus,Shear Loss Modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S2_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossTangent/data,/Users/jafac/xmlALL\xmlFULL\L256_S2_Potschke_2004.xml
(dimensionless),(dimensionless),Tangent Delta,Tangent Delta,0,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossTangent/data,/Users/jafac/xmlALL\xmlFULL\L256_S2_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S2_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S2_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S30_Potschke_2004.xml
pa,pa,Shear Storage Modulus,Shear Storage Modulus (Pa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S30_Potschke_2004.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/ElectricConductivity/data,/Users/jafac/xmlALL\xmlFULL\L256_S30_Potschke_2004.xml
s/cm,s/cm,Real part of Conductivity,Real part of Conductivity (S/cm),1,PROPERTIES/Electrical/ElectricConductivity/data,/Users/jafac/xmlALL\xmlFULL\L256_S30_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S30_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S30_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S31_Potschke_2004.xml
pa,pa,Shear Storage Modulus,Shear Storage Modulus (Pa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S31_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S31_Potschke_2004.xml
pa,pa,Shear Loss Modulus,Shear Loss Modulus (Pa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S31_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S31_Potschke_2004.xml
(dimensionless),(dimensionless),Tangent Delta,Tangent Delta,0,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S31_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S31_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S31_Potschke_2004.xml
(dimensionless),(dimensionless),frequency,frequency (rad per sec),0,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S32_Potschke_2004.xml
pa,pa,shear storage modulus,shear storage modulus (Pa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S32_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S32_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S32_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S33_Potschke_2004.xml
pa,pa,Shear Storage Modulus,Shear Storage Modulus (Pa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S33_Potschke_2004.xml
pa,pa,Complex Modulus,Complex Modulus (Pa),1,PROPERTIES/Rheological/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S33_Potschke_2004.xml
(dimensionless),(dimensionless),Phase Angle,Phase Angle,0,PROPERTIES/Rheological/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S33_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S34_Potschke_2004.xml
pa,pa,Shear Storage Modulus,Shear Storage Modulus (Pa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S34_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S34_Potschke_2004.xml
pa,pa,Shear Loss Modulus,Shear Loss Modulus (Pa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S34_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S34_Potschke_2004.xml
(dimensionless),(dimensionless),Tangent Delta,Tangent Delta,0,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S34_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S34_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S34_Potschke_2004.xml
(dimensionless),(dimensionless),frequency,frequency (rad per sec),0,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S35_Potschke_2004.xml
pa,pa,shear storage modulus,shear storage modulus (Pa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S35_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S35_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S35_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S36_Potschke_2004.xml
pa,pa,Shear Storage Modulus,Shear Storage Modulus (Pa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S36_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S36_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S36_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S37_Potschke_2004.xml
pa,pa,Shear Storage Modulus,Shear Storage Modulus (Pa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S37_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S37_Potschke_2004.xml
pa,pa,Shear Loss Modulus,Shear Loss Modulus (Pa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S37_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S37_Potschke_2004.xml
(dimensionless),(dimensionless),Tangent Delta,Tangent Delta,0,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S37_Potschke_2004.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/ElectricConductivity/data,/Users/jafac/xmlALL\xmlFULL\L256_S37_Potschke_2004.xml
s/cm,s/cm,Real part of Conductivity,Real part of Conductivity (S/cm),1,PROPERTIES/Electrical/ElectricConductivity/data,/Users/jafac/xmlALL\xmlFULL\L256_S37_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S37_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S37_Potschke_2004.xml
(dimensionless),(dimensionless),frequency,frequency (rad per sec),0,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S38_Potschke_2004.xml
pa,pa,shear storage modulus,shear storage modulus (Pa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S38_Potschke_2004.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/ElectricConductivity/data,/Users/jafac/xmlALL\xmlFULL\L256_S38_Potschke_2004.xml
s/cm,s/cm,Real part of Conductivity,Real part of Conductivity (S/cm),1,PROPERTIES/Electrical/ElectricConductivity/data,/Users/jafac/xmlALL\xmlFULL\L256_S38_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S38_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S38_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S39_Potschke_2004.xml
pa,pa,Shear Storage Modulus,Shear Storage Modulus (Pa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S39_Potschke_2004.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/ElectricConductivity/data,/Users/jafac/xmlALL\xmlFULL\L256_S39_Potschke_2004.xml
s/cm,s/cm,Real part of Conductivity,Real part of Conductivity (S/cm),1,PROPERTIES/Electrical/ElectricConductivity/data,/Users/jafac/xmlALL\xmlFULL\L256_S39_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S39_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S39_Potschke_2004.xml
(dimensionless),(dimensionless),frequency,frequency (rad per sec),0,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S3_Potschke_2004.xml
pa,pa,shear storage modulus,shear storage modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S3_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S3_Potschke_2004.xml
pa,pa,Shear Storage Modulus,Shear Storage Modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S3_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S3_Potschke_2004.xml
pa,pa,Shear Loss Modulus,Shear Loss Modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S3_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossTangent/data,/Users/jafac/xmlALL\xmlFULL\L256_S3_Potschke_2004.xml
(dimensionless),(dimensionless),Tangent Delta,Tangent Delta,0,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossTangent/data,/Users/jafac/xmlALL\xmlFULL\L256_S3_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S3_Potschke_2004.xml
pa,pa,Shear Storage Modulus,Shear Storage Modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S3_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S3_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S3_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S3_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S3_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S3_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S3_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S40_Potschke_2004.xml
pa,pa,Shear Storage Modulus,Shear Storage Modulus (Pa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S40_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S40_Potschke_2004.xml
pa,pa,Shear Loss Modulus,Shear Loss Modulus (Pa),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S40_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S40_Potschke_2004.xml
(dimensionless),(dimensionless),Tangent Delta,Tangent Delta,0,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,/Users/jafac/xmlALL\xmlFULL\L256_S40_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S40_Potschke_2004.xml
